index,tyop, rsu_latitude, rsu_longitude, obu_latitude, obu_longitude,per, distance, rssi
1,1,375560713,1270477027,375555294,1270470513,1,0,-255
2,1,375560713,1270477027,375555294,1270470513,1,0,-255
3,1,375560713,1270477027,375555294,1270470514,1,0,-255
4,1,375560713,1270477027,375555294,1270470515,1,0,-255
5,1,375560713,1270477027,375555294,1270470515,1,0,-255
6,1,375560713,1270477027,375555294,1270470516,1,0,-255
7,1,375560713,1270477027,375555294,1270470517,1,0,-255
8,1,375560713,1270477027,375555294,1270470518,1,0,-255
9,1,375560713,1270477027,375555294,1270470518,1,0,-255
10,1,375560713,1270477027,375555313,1270470592,1,0,-255
11,1,375560713,1270477027,375555317,1270470617,1,0,-255
12,1,375560713,1270477027,375555317,1270470617,1,0,-255
13,1,375560713,1270477027,375555317,1270470618,1,0,-255
14,1,375560713,1270477027,375555317,1270470618,1,0,-255
15,1,375560713,1270477027,375555317,1270470618,1,0,-255
16,1,375560713,1270477027,375555317,1270470618,1,0,-255
17,1,375560713,1270477027,375555317,1270470618,1,0,-255
18,1,375560713,1270477027,375555317,1270470618,1,0,-255
19,1,375560713,1270477027,375555317,1270470618,1,0,-255
20,1,375560713,1270477027,375555318,1270470618,1,0,-255
21,1,375560713,1270477027,375555319,1270470640,1,0,-255
22,1,375560713,1270477027,375555319,1270470640,1,0,-255
23,1,375560713,1270477027,375555319,1270470640,1,0,-255
24,1,375560713,1270477027,375555320,1270470640,1,0,-255
25,1,375560713,1270477027,375555320,1270470641,1,0,-255
26,1,375560713,1270477027,375555321,1270470641,1,0,-255
27,1,375560713,1270477027,375555321,1270470641,1,0,-255
28,1,375560713,1270477027,375555322,1270470639,1,0,-255
29,1,375560713,1270477027,375555322,1270470638,1,0,-255
30,1,375560713,1270477027,375555323,1270470637,1,0,-255
31,1,375560713,1270477027,375555396,1270470735,1,0,-255
32,1,375560713,1270477027,375555397,1270470735,1,0,-255
33,1,375560713,1270477027,375555397,1270470734,1,0,-255
34,1,375560713,1270477027,375555398,1270470732,1,0,-255
35,1,375560713,1270477027,375555399,1270470731,1,0,-255
36,1,375560713,1270477027,375555399,1270470731,1,0,-255
37,1,375560713,1270477027,375555400,1270470731,1,0,-255
38,1,375560713,1270477027,375555401,1270470731,1,0,-255
39,1,375560713,1270477027,375555401,1270470730,1,0,-255
40,1,375560713,1270477027,375555456,1270470883,1,0,-255
41,1,375560713,1270477027,375555456,1270470883,1,0,-255
42,1,375560713,1270477027,375555457,1270470882,1,0,-255
43,1,375560713,1270477027,375555457,1270470882,1,0,-255
44,1,375560713,1270477027,375555458,1270470881,1,0,-255
45,1,375560713,1270477027,375555458,1270470881,1,0,-255
46,1,375560713,1270477027,375555459,1270470880,1,0,-255
47,1,375560713,1270477027,375555459,1270470880,1,0,-255
48,1,375560713,1270477027,375555460,1270470881,1,0,-255
49,1,375560713,1270477027,375555460,1270470880,1,0,-255
50,1,375560713,1270477027,375555483,1270471057,1,0,-255
51,1,375560713,1270477027,375555484,1270471057,1,0,-255
52,1,375560713,1270477027,375555484,1270471056,1,0,-255
53,1,375560713,1270477027,375555485,1270471057,1,0,-255
54,1,375560713,1270477027,375555485,1270471056,1,0,-255
55,1,375560713,1270477027,375555485,1270471055,1,0,-255
56,1,375560713,1270477027,375555486,1270471054,1,0,-255
57,1,375560713,1270477027,375555486,1270471053,1,0,-255
58,1,375560713,1270477027,375555486,1270471054,1,0,-255
59,1,375560713,1270477027,375555486,1270471054,1,0,-59
60,1,375560713,1270477027,375555502,1270471241,1,0,-59
61,1,375560713,1270477027,375555502,1270471240,1,0,-59
62,1,375560713,1270477027,375555502,1270471240,1,0,-59
63,1,375560713,1270477027,375555502,1270471240,1,0,-59
64,1,375560713,1270477027,375555502,1270471240,1,0,-59
65,1,375560713,1270477027,375555502,1270471239,1,0,-59
66,1,375560713,1270477027,375555503,1270471238,1,0,-59
67,1,375560713,1270477027,375555503,1270471238,1,0,-59
68,1,375560713,1270477027,375555503,1270471239,1,0,-59
69,1,375560713,1270477027,375555503,1270471239,1,0,-59
70,1,375560713,1270477027,375555510,1270471424,1,0,-62
71,1,375560713,1270477027,375555510,1270471423,1,0,-62
72,1,375560713,1270477027,375555510,1270471423,1,0,-62
73,1,375560713,1270477027,375555510,1270471423,1,0,-62
74,1,375560713,1270477027,375555510,1270471424,1,0,-62
75,1,375560713,1270477027,375555510,1270471423,1,0,-62
76,1,375560713,1270477027,375555510,1270471422,1,0,-62
77,1,375560713,1270477027,375555510,1270471422,1,0,-62
78,1,375560713,1270477027,375555510,1270471422,1,0,-62
79,1,375560713,1270477027,375555510,1270471423,1,0,-62
80,1,375560713,1270477027,375555514,1270471605,1,0,-62
81,1,375560713,1270477027,375555514,1270471604,1,0,-62
82,1,375560713,1270477027,375555514,1270471604,1,0,-62
83,1,375560713,1270477027,375555514,1270471604,1,0,-62
84,1,375560713,1270477027,375555514,1270471604,1,0,-61
85,1,375560713,1270477027,375555514,1270471604,1,0,-61
86,1,375560713,1270477027,375555513,1270471603,1,0,-61
87,1,375560713,1270477027,375555513,1270471603,1,0,-61
88,1,375560713,1270477027,375555513,1270471603,1,0,-61
89,1,375560713,1270477027,375555513,1270471604,1,0,-61
90,1,375560713,1270477027,375555513,1270471605,1,0,-61
91,1,375560713,1270477027,375555513,1270471604,1,0,-61
92,1,375560713,1270477027,375555512,1270471604,1,0,-61
93,1,375560713,1270477027,375555512,1270471604,1,0,-61
94,1,375560713,1270477027,375555512,1270471604,1,0,-61
95,1,375560713,1270477027,375555512,1270471605,1,0,-61
96,1,375560713,1270477027,375555511,1270471605,1,0,-63
97,1,375560713,1270477027,375555511,1270471604,1,0,-63
98,1,375560713,1270477027,375555511,1270471604,1,0,-63
99,1,375560713,1270477027,375555511,1270471605,1,0,-63
100,1,375560713,1270477027,375555510,1270471606,1,0,-63
101,1,375560713,1270477027,375555510,1270471607,1,0,-63
102,1,375560713,1270477027,375555510,1270471606,1,0,-63
103,1,375560713,1270477027,375555509,1270471606,1,0,-63
104,1,375560713,1270477027,375555509,1270471606,1,0,-63
105,1,375560713,1270477027,375555509,1270471607,1,0,-63
106,1,375560713,1270477027,375555499,1270471966,1,0,-63
107,1,375560713,1270477027,375555498,1270471966,1,0,-63
108,1,375560713,1270477027,375555498,1270471965,1,0,-66
109,1,375560713,1270477027,375555498,1270471966,1,0,-66
110,1,375560713,1270477027,375555495,1270472158,1,0,-66
111,1,375560713,1270477027,375555495,1270472159,1,0,-66
112,1,375560713,1270477027,375555495,1270472159,1,0,-66
113,1,375560713,1270477027,375555494,1270472159,1,0,-66
114,1,375560713,1270477027,375555494,1270472159,1,0,-60
115,1,375560713,1270477027,375555494,1270472160,1,0,-60
116,1,375560713,1270477027,375555493,1270472161,1,0,-60
117,1,375560713,1270477027,375555493,1270472161,1,0,-60
118,1,375560713,1270477027,375555493,1270472161,1,0,-60
119,1,375560713,1270477027,375555492,1270472161,1,0,-60
120,1,375560713,1270477027,375555508,1270472356,1,0,-60
121,1,375560713,1270477027,375555507,1270472357,1,0,-59
122,1,375560713,1270477027,375555507,1270472358,1,0,-59
123,1,375560713,1270477027,375555507,1270472358,1,0,-59
124,1,375560713,1270477027,375555506,1270472358,1,0,-59
125,1,375560713,1270477027,375555506,1270472358,1,0,-59
126,1,375560713,1270477027,375555505,1270472359,1,0,-59
127,1,375560713,1270477027,375555505,1270472360,1,0,-59
128,1,375560713,1270477027,375555505,1270472359,1,0,-59
129,1,375560713,1270477027,375555532,1270472555,1,0,-56
130,1,375560713,1270477027,375555532,1270472555,1,0,-56
131,1,375560713,1270477027,375555531,1270472557,1,0,-56
132,1,375560713,1270477027,375555531,1270472558,1,0,-56
133,1,375560713,1270477027,375555530,1270472558,1,0,-55
134,1,375560713,1270477027,375555530,1270472558,1,0,-55
135,1,375560713,1270477027,375555529,1270472559,1,0,-55
136,1,375560713,1270477027,375555529,1270472560,1,0,-55
137,1,375560713,1270477027,375555528,1270472561,1,0,-55
138,1,375560713,1270477027,375555528,1270472560,1,0,-55
139,1,375560713,1270477027,375555560,1270472757,1,0,-55
140,1,375560713,1270477027,375555560,1270472757,1,0,-55
141,1,375560713,1270477027,375555559,1270472759,1,0,-55
142,1,375560713,1270477027,375555559,1270472761,1,0,-55
143,1,375560713,1270477027,375555558,1270472762,1,0,-55
144,1,375560713,1270477027,375555558,1270472761,1,0,-55
145,1,375560713,1270477027,375555558,1270472761,1,0,-55
146,1,375560713,1270477027,375555557,1270472762,1,0,-55
147,1,375560713,1270477027,375555557,1270472763,1,0,-41
148,1,375560713,1270477027,375555556,1270472764,1,0,-41
149,1,375560713,1270477027,375555587,1270472962,1,0,-41
150,1,375560713,1270477027,375555586,1270472962,1,0,-41
151,1,375560713,1270477027,375555585,1270472963,1,0,-41
152,1,375560713,1270477027,375555585,1270472965,1,0,-41
153,1,375560713,1270477027,375555584,1270472967,1,0,-41
154,1,375560713,1270477027,375555583,1270472967,1,0,-41
155,1,375560713,1270477027,375555583,1270472967,1,0,-41
156,1,375560713,1270477027,375555582,1270472968,1,0,-41
157,1,375560713,1270477027,375555582,1270472970,1,0,-41
158,1,375560713,1270477027,375555581,1270472970,1,0,-41
159,1,375560713,1270477027,375555607,1270473169,1,0,-41
160,1,375560713,1270477027,375555607,1270473169,1,0,-52
161,1,375560713,1270477027,375555606,1270473170,1,0,-52
162,1,375560713,1270477027,375555605,1270473173,1,0,-52
163,1,375560713,1270477027,375555604,1270473174,1,0,-60
164,1,375560713,1270477027,375555604,1270473174,1,0,-60
165,1,375560713,1270477027,375555603,1270473174,1,0,-60
166,1,375560713,1270477027,375555602,1270473176,1,0,-60
167,1,375560713,1270477027,375555601,1270473177,1,0,-60
168,1,375560713,1270477027,375555601,1270473178,1,0,-60
169,1,375560713,1270477027,375555633,1270473394,1,0,-60
170,1,375560713,1270477027,375555632,1270473395,1,0,-60
171,1,375560713,1270477027,375555631,1270473396,1,0,-60
172,1,375560713,1270477027,375555630,1270473399,1,0,-60
173,1,375560713,1270477027,375555629,1270473401,1,0,-60
174,1,375560713,1270477027,375555629,1270473402,1,0,-60
175,1,375560713,1270477027,375555628,1270473402,1,0,-60
176,1,375560713,1270477027,375555627,1270473403,1,0,-60
177,1,375560713,1270477027,375555626,1270473405,1,0,-60
178,1,375560713,1270477027,375555625,1270473407,1,0,-60
179,1,375560713,1270477027,375555651,1270473646,1,0,-60
180,1,375560713,1270477027,375555650,1270473647,1,0,-60
181,1,375560713,1270477027,375555649,1270473649,1,0,-60
182,1,375560713,1270477027,375555648,1270473652,1,0,-60
183,1,375560713,1270477027,375555647,1270473654,1,0,-60
184,1,375560713,1270477027,375555646,1270473655,1,0,-60
185,1,375560713,1270477027,375555646,1270473656,1,0,-74
186,1,375560713,1270477027,375555645,1270473657,1,0,-74
187,1,375560713,1270477027,375555644,1270473660,1,0,-74
188,1,375560713,1270477027,375555643,1270473661,1,0,-74
189,1,375560713,1270477027,375555667,1270473932,1,0,-74
190,1,375560713,1270477027,375555666,1270473933,1,0,-74
191,1,375560713,1270477027,375555665,1270473934,1,0,-74
192,1,375560713,1270477027,375555664,1270473936,1,0,-68
193,1,375560713,1270477027,375555663,1270473939,1,0,-68
194,1,375560713,1270477027,375555662,1270473940,1,0,-68
195,1,375560713,1270477027,375555661,1270473941,1,0,-68
196,1,375560713,1270477027,375555660,1270473942,1,0,-68
197,1,375560713,1270477027,375555659,1270473945,1,0,-68
198,1,375560713,1270477027,375555658,1270473946,1,0,-68
199,1,375560713,1270477027,375555679,1270474229,1,0,-68
200,1,375560713,1270477027,375555678,1270474229,1,0,-68
201,1,375560713,1270477027,375555677,1270474231,1,0,-68
202,1,375560713,1270477027,375555675,1270474233,1,0,-68
203,1,375560713,1270477027,375555674,1270474236,1,0,-68
204,1,375560713,1270477027,375555673,1270474237,1,0,-68
205,1,375560713,1270477027,375555672,1270474239,1,0,-68
206,1,375560713,1270477027,375555671,1270474240,1,0,-68
207,1,375560713,1270477027,375555670,1270474242,1,0,-68
208,1,375560713,1270477027,375555669,1270474244,1,0,-68
209,1,375560713,1270477027,375555684,1270474542,1,0,-68
210,1,375560713,1270477027,375555683,1270474543,1,0,-68
211,1,375560713,1270477027,375555681,1270474545,1,0,-68
212,1,375560713,1270477027,375555680,1270474547,1,0,-68
213,1,375560713,1270477027,375555679,1270474550,1,0,-68
214,1,375560713,1270477027,375555678,1270474552,1,0,-68
215,1,375560713,1270477027,375555677,1270474553,1,0,-68
216,1,375560713,1270477027,375555675,1270474554,1,0,-68
217,1,375560713,1270477027,375555674,1270474557,1,0,-68
218,1,375560713,1270477027,375555689,1270474873,1,0,-68
219,1,375560713,1270477027,375555688,1270474874,1,0,-68
220,1,375560713,1270477027,375555687,1270474875,1,0,-68
221,1,375560713,1270477027,375555686,1270474876,1,0,-68
222,1,375560713,1270477027,375555684,1270474879,1,0,-68
223,1,375560713,1270477027,375555683,1270474881,1,0,-68
224,1,375560713,1270477027,375555682,1270474883,1,0,-68
225,1,375560713,1270477027,375555680,1270474884,1,0,-68
226,1,375560713,1270477027,375555679,1270474886,1,0,-68
227,1,375560713,1270477027,375555678,1270474888,1,0,-68
228,1,375560713,1270477027,375555697,1270475223,1,0,-68
229,1,375560713,1270477027,375555695,1270475225,1,0,-68
230,1,375560713,1270477027,375555694,1270475227,1,0,-68
231,1,375560713,1270477027,375555693,1270475229,1,0,-68
232,1,375560713,1270477027,375555692,1270475232,1,0,-68
233,1,375560713,1270477027,375555690,1270475235,1,0,-68
234,1,375560713,1270477027,375555689,1270475238,1,0,-68
235,1,375560713,1270477027,375555688,1270475239,1,0,-68
236,1,375560713,1270477027,375555686,1270475241,1,0,-68
237,1,375560713,1270477027,375555685,1270475244,1,0,-68
238,1,375560713,1270477027,375555705,1270475588,1,0,-68
239,1,375560713,1270477027,375555703,1270475590,1,0,-68
240,1,375560713,1270477027,375555702,1270475592,1,0,-68
241,1,375560713,1270477027,375555701,1270475593,1,0,-68
242,1,375560713,1270477027,375555699,1270475596,1,0,-68
243,1,375560713,1270477027,375555698,1270475600,1,0,-68
244,1,375560713,1270477027,375555697,1270475602,1,0,-68
245,1,375560713,1270477027,375555695,1270475604,1,0,-68
246,1,375560713,1270477027,375555693,1270475606,1,0,-68
247,1,375560713,1270477027,375555692,1270475609,1,0,-68
248,1,375560713,1270477027,375555710,1270475959,1,0,-68
249,1,375560713,1270477027,375555709,1270475961,1,0,-68
250,1,375560713,1270477027,375555707,1270475962,1,0,-68
251,1,375560713,1270477027,375555706,1270475964,1,0,-68
252,1,375560713,1270477027,375555704,1270475967,1,0,-68
253,1,375560713,1270477027,375555703,1270475971,1,0,-68
254,1,375560713,1270477027,375555702,1270475973,1,0,-68
255,1,375560713,1270477027,375555700,1270475975,1,0,-68
256,1,375560713,1270477027,375555699,1270475977,1,0,-68
257,1,375560713,1270477027,375555697,1270475980,1,0,-68
258,1,375560713,1270477027,375555726,1270476332,1,0,-68
259,1,375560713,1270477027,375555725,1270476335,1,0,-68
260,1,375560713,1270477027,375555723,1270476337,1,0,-74
261,1,375560713,1270477027,375555721,1270476339,1,0,-74
262,1,375560713,1270477027,375555720,1270476342,1,0,-74
263,1,375560713,1270477027,375555718,1270476345,1,0,-74
264,1,375560713,1270477027,375555717,1270476348,1,0,-74
265,1,375560713,1270477027,375555715,1270476350,1,0,-74
266,1,375560713,1270477027,375555714,1270476352,1,0,-74
267,1,375560713,1270477027,375555712,1270476355,1,0,-74
268,1,375560713,1270477027,375555744,1270476745,1,0,-74
269,1,375560713,1270477027,375555743,1270476748,1,0,-74
270,1,375560713,1270477027,375555741,1270476750,1,0,-74
271,1,375560713,1270477027,375555739,1270476752,1,0,-74
272,1,375560713,1270477027,375555738,1270476755,1,0,-74
273,1,375560713,1270477027,375555736,1270476758,1,0,-70
274,1,375560713,1270477027,375555735,1270476762,1,0,-70
275,1,375560713,1270477027,375555733,1270476764,1,0,-70
276,1,375560713,1270477027,375555732,1270476766,1,0,-70
277,1,375560713,1270477027,375555730,1270476770,1,0,-70
278,1,375560713,1270477027,375555756,1270477166,1,0,-70
279,1,375560713,1270477027,375555754,1270477169,1,0,-70
280,1,375560713,1270477027,375555753,1270477171,1,0,-70
281,1,375560713,1270477027,375555751,1270477173,1,0,-70
282,1,375560713,1270477027,375555749,1270477176,1,0,-70
283,1,375560713,1270477027,375555748,1270477179,1,0,-70
284,1,375560713,1270477027,375555746,1270477183,1,0,-70
285,1,375560713,1270477027,375555744,1270477186,1,0,-70
286,1,375560713,1270477027,375555743,1270477188,1,0,-74
287,1,375560713,1270477027,375555741,1270477191,1,0,-74
288,1,375560713,1270477027,375555739,1270477194,1,0,-74
289,1,375560713,1270477027,375555738,1270477197,1,0,-74
290,1,375560713,1270477027,375555736,1270477200,1,0,-74
291,1,375560713,1270477027,375555734,1270477202,1,0,-74
292,1,375560713,1270477027,375555732,1270477205,1,0,-74
293,1,375560713,1270477027,375555730,1270477208,1,0,-74
294,1,375560713,1270477027,375555761,1270477646,1,0,-74
295,1,375560713,1270477027,375555759,1270477649,1,0,-74
296,1,375560713,1270477027,375555757,1270477652,1,0,-74
297,1,375560713,1270477027,375555801,1270478109,1,0,-74
298,1,375560713,1270477027,375555799,1270478112,1,0,-74
299,1,375560713,1270477027,375555798,1270478116,1,0,-74
300,1,375560713,1270477027,375555796,1270478119,1,0,-74
301,1,375560713,1270477027,375555794,1270478123,1,0,-74
302,1,375560713,1270477027,375555792,1270478127,1,0,-74
303,1,375560713,1270477027,375555790,1270478131,1,0,-74
304,1,375560713,1270477027,375555788,1270478136,1,0,-74
